,Team,TeamID,Opponent,OpponentID,TeamScore,TeamWKLoss,TeamOversPlayed,OpponentScore,OpponentWKLoss,OpponentOversPlayed,IsFirstInning,BattingOrder,HasBatted,PlayerID,PlayerName,Status,RunsScored,BallsPlayed,FoursHit,SixesHit,StrikeRate,Position,FullPosition,PlayingOrder,Minutes,DerivedPosition,GuessPosition,Over,Maiden,RunsGiven,WKTaken,Econ,Wides,NoBall,DotBalls,FoursGiven,SixesGiven,Winner,MOM,GameType,Season,Date,MatchStatus,Venue,Format,League,Catch,Bowled,CaughtBowled,Lbw,Stumped,DirectRunout,IndirectRunout,GameID
15,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,8.0,1.0,2700,Gaurang Mahyavanshi,Not out,1.0,1,0,0,100,null,2,8.0,null,null,null,2.0,0.0,5.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
9,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,1.0,1.0,2476,Shemu Ahmed,c Manish Manwani b Abhishek Borikar,4.0,5,1,0,80,null,6,1.0,null,null,null,2.0,0.0,26.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
2,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,2.0,1.0,2459,Muhammad Asjed,c Manish Manwani b Abhishek Borikar,9.0,6,2,0,150,null,4,2.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
0,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,3.0,1.0,2456,Shakil Mia,c Gaurang Mahyavanshi b Abhishek Borikar,5.0,4,1,0,125,null,3,3.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
3,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,4.0,1.0,2464,Sofiqul Islam,b Ishan Patel,11.0,6,1,1,183.33,null,4,4.0,null,null,null,2.0,0.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
6,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,5.0,1.0,2468,Saqib Muhammad,b Gaurang Mahyavanshi,1.0,3,0,0,33.33,null,2,5.0,null,null,null,1.0,0.0,17.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
5,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,6.0,1.0,2466,Omar Ali,c Manish Manwani b Amit Das,24.0,14,0,3,171.43,null,2,6.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
7,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,7.0,1.0,2472,Moshiur Rahman,st Kishitij Patel b Gaurang Mahyavanshi,1.0,2,0,0,50,null,6,7.0,null,null,null,2.0,0.0,9.0,1.0,4.5,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
4,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,8.0,1.0,2465,Tahed Ahmed,Not out,22.0,15,2,1,146.67,null,2,8.0,null,null,null,2.0,0.0,21.0,1.0,10.5,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
8,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,9.0,1.0,2475,Shahedur Rahman,Not out,8.0,7,0,1,114.29,null,6,9.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
1,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,,0.0,2457,Hussain Aminul,Null,,,,,,,,,,,,1.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
,Team,TeamID,Opponent,OpponentID,TeamScore,TeamWKLoss,TeamOversPlayed,OpponentScore,OpponentWKLoss,OpponentOversPlayed,IsFirstInning,BattingOrder,HasBatted,PlayerID,PlayerName,Status,RunsScored,BallsPlayed,FoursHit,SixesHit,StrikeRate,Position,FullPosition,PlayingOrder,Minutes,DerivedPosition,GuessPosition,Over,Maiden,RunsGiven,WKTaken,Econ,Wides,NoBall,DotBalls,FoursGiven,SixesGiven,Winner,MOM,GameType,Season,Date,MatchStatus,Venue,Format,League,Catch,Bowled,CaughtBowled,Lbw,Stumped,DirectRunout,IndirectRunout,GameID
10,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,1.0,1.0,2687,Kishitij Patel,b Sofiqul Islam,1.0,4,0,0,25,null,3,1.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
13,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,2.0,1.0,2698,Ishan Patel,c Saqib Muhammad b Moshiur Rahman,10.0,9,2,0,111.11,null,2,2.0,null,null,null,2.0,0.0,21.0,1.0,10.5,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
14,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,3.0,1.0,2699,Manish Manwani,c Sofiqul Islam b Shemu Ahmed,12.0,9,2,0,133.33,null,2,3.0,null,null,null,2.0,0.0,20.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
17,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,4.0,1.0,2713,Gurwinder Singh,runout (),56.0,23,3,6,243.48,null,6,4.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
12,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,5.0,1.0,2697,Shubhdeep Deb,c Hussain Aminul b Sofiqul Islam,5.0,7,0,0,71.43,null,4,5.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
11,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,6.0,1.0,2695,Amit Das,Not out,7.0,6,0,1,116.67,null,4,6.0,null,null,null,2.0,0.0,22.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
16,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,7.0,1.0,2703,Abhishek Borikar,b Tahed Ahmed,0.0,1,0,0,0,null,6,7.0,null,null,null,2.0,0.0,20.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
15,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,8.0,1.0,2700,Gaurang Mahyavanshi,Not out,1.0,1,0,0,100,null,2,8.0,null,null,null,2.0,0.0,5.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
9,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,1.0,1.0,2476,Shemu Ahmed,c Manish Manwani b Abhishek Borikar,4.0,5,1,0,80,null,6,1.0,null,null,null,2.0,0.0,26.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
2,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,2.0,1.0,2459,Muhammad Asjed,c Manish Manwani b Abhishek Borikar,9.0,6,2,0,150,null,4,2.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
0,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,3.0,1.0,2456,Shakil Mia,c Gaurang Mahyavanshi b Abhishek Borikar,5.0,4,1,0,125,null,3,3.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
3,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,4.0,1.0,2464,Sofiqul Islam,b Ishan Patel,11.0,6,1,1,183.33,null,4,4.0,null,null,null,2.0,0.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
6,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,5.0,1.0,2468,Saqib Muhammad,b Gaurang Mahyavanshi,1.0,3,0,0,33.33,null,2,5.0,null,null,null,1.0,0.0,17.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
5,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,6.0,1.0,2466,Omar Ali,c Manish Manwani b Amit Das,24.0,14,0,3,171.43,null,2,6.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
7,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,7.0,1.0,2472,Moshiur Rahman,st Kishitij Patel b Gaurang Mahyavanshi,1.0,2,0,0,50,null,6,7.0,null,null,null,2.0,0.0,9.0,1.0,4.5,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
4,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,8.0,1.0,2465,Tahed Ahmed,Not out,22.0,15,2,1,146.67,null,2,8.0,null,null,null,2.0,0.0,21.0,1.0,10.5,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
8,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,9.0,1.0,2475,Shahedur Rahman,Not out,8.0,7,0,1,114.29,null,6,9.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
1,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,,0.0,2457,Hussain Aminul,Null,,,,,,,,,,,,1.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
,Team,TeamID,Opponent,OpponentID,TeamScore,TeamWKLoss,TeamOversPlayed,OpponentScore,OpponentWKLoss,OpponentOversPlayed,IsFirstInning,BattingOrder,HasBatted,PlayerID,PlayerName,Status,RunsScored,BallsPlayed,FoursHit,SixesHit,StrikeRate,Position,FullPosition,PlayingOrder,Minutes,DerivedPosition,GuessPosition,Over,Maiden,RunsGiven,WKTaken,Econ,Wides,NoBall,DotBalls,FoursGiven,SixesGiven,Winner,MOM,GameType,Season,Date,MatchStatus,Venue,Format,League,Catch,Bowled,CaughtBowled,Lbw,Stumped,DirectRunout,IndirectRunout,GameID
10,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,1.0,1.0,2687,Kishitij Patel,b Sofiqul Islam,1.0,4,0,0,25,null,3,1.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
13,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,2.0,1.0,2698,Ishan Patel,c Saqib Muhammad b Moshiur Rahman,10.0,9,2,0,111.11,null,2,2.0,null,null,null,2.0,0.0,21.0,1.0,10.5,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
14,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,3.0,1.0,2699,Manish Manwani,c Sofiqul Islam b Shemu Ahmed,12.0,9,2,0,133.33,null,2,3.0,null,null,null,2.0,0.0,20.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
17,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,4.0,1.0,2713,Gurwinder Singh,runout (),56.0,23,3,6,243.48,null,6,4.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
12,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,5.0,1.0,2697,Shubhdeep Deb,c Hussain Aminul b Sofiqul Islam,5.0,7,0,0,71.43,null,4,5.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
11,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,6.0,1.0,2695,Amit Das,Not out,7.0,6,0,1,116.67,null,4,6.0,null,null,null,2.0,0.0,22.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
16,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,7.0,1.0,2703,Abhishek Borikar,b Tahed Ahmed,0.0,1,0,0,0,null,6,7.0,null,null,null,2.0,0.0,20.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
15,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,8.0,1.0,2700,Gaurang Mahyavanshi,Not out,1.0,1,0,0,100,null,2,8.0,null,null,null,2.0,0.0,5.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
9,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,1.0,1.0,2476,Shemu Ahmed,c Manish Manwani b Abhishek Borikar,4.0,5,1,0,80,null,6,1.0,null,null,null,2.0,0.0,26.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
2,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,2.0,1.0,2459,Muhammad Asjed,c Manish Manwani b Abhishek Borikar,9.0,6,2,0,150,null,4,2.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
0,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,3.0,1.0,2456,Shakil Mia,c Gaurang Mahyavanshi b Abhishek Borikar,5.0,4,1,0,125,null,3,3.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
3,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,4.0,1.0,2464,Sofiqul Islam,b Ishan Patel,11.0,6,1,1,183.33,null,4,4.0,null,null,null,2.0,0.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
6,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,5.0,1.0,2468,Saqib Muhammad,b Gaurang Mahyavanshi,1.0,3,0,0,33.33,null,2,5.0,null,null,null,1.0,0.0,17.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
5,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,6.0,1.0,2466,Omar Ali,c Manish Manwani b Amit Das,24.0,14,0,3,171.43,null,2,6.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
7,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,7.0,1.0,2472,Moshiur Rahman,st Kishitij Patel b Gaurang Mahyavanshi,1.0,2,0,0,50,null,6,7.0,null,null,null,2.0,0.0,9.0,1.0,4.5,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
4,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,8.0,1.0,2465,Tahed Ahmed,Not out,22.0,15,2,1,146.67,null,2,8.0,null,null,null,2.0,0.0,21.0,1.0,10.5,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
8,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,9.0,1.0,2475,Shahedur Rahman,Not out,8.0,7,0,1,114.29,null,6,9.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
1,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,,0.0,2457,Hussain Aminul,Null,,,,,,,,,,,,1.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
,Team,TeamID,Opponent,OpponentID,TeamScore,TeamWKLoss,TeamOversPlayed,OpponentScore,OpponentWKLoss,OpponentOversPlayed,IsFirstInning,BattingOrder,HasBatted,PlayerID,PlayerName,Status,RunsScored,BallsPlayed,FoursHit,SixesHit,StrikeRate,Position,FullPosition,PlayingOrder,Minutes,DerivedPosition,GuessPosition,Over,Maiden,RunsGiven,WKTaken,Econ,Wides,NoBall,DotBalls,FoursGiven,SixesGiven,Winner,MOM,GameType,Season,Date,MatchStatus,Venue,Format,League,Catch,Bowled,CaughtBowled,Lbw,Stumped,DirectRunout,IndirectRunout,GameID
10,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,1.0,1.0,2687,Kishitij Patel,b Sofiqul Islam,1.0,4,0,0,25,null,3,1.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
13,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,2.0,1.0,2698,Ishan Patel,c Saqib Muhammad b Moshiur Rahman,10.0,9,2,0,111.11,null,2,2.0,null,null,null,2.0,0.0,21.0,1.0,10.5,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
14,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,3.0,1.0,2699,Manish Manwani,c Sofiqul Islam b Shemu Ahmed,12.0,9,2,0,133.33,null,2,3.0,null,null,null,2.0,0.0,20.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
17,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,4.0,1.0,2713,Gurwinder Singh,runout (),56.0,23,3,6,243.48,null,6,4.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
12,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,5.0,1.0,2697,Shubhdeep Deb,c Hussain Aminul b Sofiqul Islam,5.0,7,0,0,71.43,null,4,5.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
11,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,6.0,1.0,2695,Amit Das,Not out,7.0,6,0,1,116.67,null,4,6.0,null,null,null,2.0,0.0,22.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
16,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,7.0,1.0,2703,Abhishek Borikar,b Tahed Ahmed,0.0,1,0,0,0,null,6,7.0,null,null,null,2.0,0.0,20.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
15,RSCC,1126,KCC,1121,94,6,10,91,7,10,1.0,8.0,1.0,2700,Gaurang Mahyavanshi,Not out,1.0,1,0,0,100,null,2,8.0,null,null,null,2.0,0.0,5.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
9,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,1.0,1.0,2476,Shemu Ahmed,c Manish Manwani b Abhishek Borikar,4.0,5,1,0,80,null,6,1.0,null,null,null,2.0,0.0,26.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
2,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,2.0,1.0,2459,Muhammad Asjed,c Manish Manwani b Abhishek Borikar,9.0,6,2,0,150,null,4,2.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
0,KCC,1121,RSCC,1126,91,7,10,94,6,10,0.0,3.0,1.0,2456,Shakil Mia,c Gaurang Mahyavanshi b Abhishek Borikar,5.0,4,1,0,125,null,3,3.0,null,null,null,,,,,,,,,,,RSCC,0,DRR,2020,2020-11-19,FINISHED,"Montjuïc Olympic Ground, Barcelona, Barcelona",t20,ECS Barcelona T10,0,0,0,0,0,0,0,20201119RSCCKCC_1
