,Team,TeamID,Opponent,OpponentID,TeamScore,TeamWKLoss,TeamOversPlayed,OpponentScore,OpponentWKLoss,OpponentOversPlayed,IsFirstInning,BattingOrder,HasBatted,PlayerID,PlayerName,Status,RunsScored,BallsPlayed,FoursHit,SixesHit,StrikeRate,Position,FullPosition,PlayingOrder,Minutes,DerivedPosition,GuessPosition,Over,Maiden,RunsGiven,WKTaken,Econ,Wides,NoBall,DotBalls,FoursGiven,SixesGiven,Winner,MOM,GameType,Season,Date,MatchStatus,Venue,Format,League,Catch,Bowled,CaughtBowled,Lbw,Stumped,DirectRunout,IndirectRunout,GameID
,Team,TeamID,Opponent,OpponentID,TeamScore,TeamWKLoss,TeamOversPlayed,OpponentScore,OpponentWKLoss,OpponentOversPlayed,IsFirstInning,BattingOrder,HasBatted,PlayerID,PlayerName,Status,RunsScored,BallsPlayed,FoursHit,SixesHit,StrikeRate,Position,FullPosition,PlayingOrder,Minutes,DerivedPosition,GuessPosition,Over,Maiden,RunsGiven,WKTaken,Econ,Wides,NoBall,DotBalls,FoursGiven,SixesGiven,Winner,MOM,GameType,Season,Date,MatchStatus,Venue,Format,League,Catch,Bowled,CaughtBowled,Lbw,Stumped,DirectRunout,IndirectRunout,GameID
9,CM,5271,SH,5274,111,4,10,84,8,10,1,1,1,17606,Zubaidi Zulkifle,c Syed Aziz b D Mogan,33,22,3,2,150,null,4,1,null,null,null,,,,,,,,,,,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
5,CM,5271,SH,5274,111,4,10,84,8,10,1,2,1,17574,Ajeb Khan,c Nazril Rehman b Syed Aziz,39,23,4,2,169.57,null,6,2,null,null,null,2.0,0.0,16.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
15,CM,5271,SH,5274,111,4,10,84,8,10,1,3,1,9853,Ahmad Faiz,c Sidarth Karthik b D Mogan,1,2,0,0,50,null,4,3,null,null,null,,,,,,,,,,,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
19,CM,5271,SH,5274,111,4,10,84,8,10,1,4,1,9863,Fitri Sham,c & b Nazril Rehman,2,4,0,0,50,null,2,4,null,null,null,1.0,0.0,13.0,1.0,13.0,3.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
3,CM,5271,SH,5274,111,4,10,84,8,10,1,5,1,17562,Ammar Hazalan,Not out,6,6,0,0,100,null,3,5,null,null,null,,,,,,,,,,,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
8,CM,5271,SH,5274,111,4,10,84,8,10,1,6,1,17600,Ahmad Tajri,Not out,12,5,2,0,240,null,6,6,null,null,null,,,,,,,,,,,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
7,CM,5271,SH,5274,111,4,10,84,8,10,1,7,0,17598,Norwira Zazmie,null,null,null,null,null,null,null,null,7,null,null,null,,,,,,,,,,,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
4,CM,5271,SH,5274,111,4,10,84,8,10,1,8,0,17572,Lokman Nur Hakim Sahar,null,null,null,null,null,null,null,null,8,null,null,null,2.0,0.0,16.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
0,CM,5271,SH,5274,111,4,10,84,8,10,1,9,0,17536,Suharril Fetri,null,null,null,null,null,null,null,null,9,null,null,null,2.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
18,CM,5271,SH,5274,111,4,10,84,8,10,1,10,0,9862,Muhammad Wafiq Zarbani,null,null,null,null,null,null,null,null,10,null,null,null,2.0,0.0,12.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
2,CM,5271,SH,5274,111,4,10,84,8,10,1,11,0,17541,Ahmad Akmal Alif Bin-Zainal,null,null,null,null,null,null,null,null,11,null,null,null,1.0,0.0,14.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
17,SH,5274,CM,5271,84,8,10,111,4,10,0,1,1,9857,Syed Aziz,b Fitri Sham,16,10,2,1,160,null,2,1,null,null,null,2.0,0.0,24.0,1.0,12.0,2.0,2.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
13,SH,5274,CM,5271,84,8,10,111,4,10,0,2,1,18601,Nazril Rehman,hit wicket (Lokman Nur Hakim Sahar),15,11,3,0,136.36,null,2,2,null,null,null,1.0,0.0,9.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
16,SH,5274,CM,5271,84,8,10,111,4,10,0,3,1,9856,Ainool Hafizs,b Lokman Nur Hakim Sahar,1,4,0,0,25,null,3,3,null,null,null,,,,,,,,,,,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
12,SH,5274,CM,5271,84,8,10,111,4,10,0,4,1,18600,Mohammad Siyadat Ramli,c Ajeb Khan b Lokman Nur Hakim Sahar,10,9,0,1,111.11,null,2,4,null,null,null,,,,,,,,,,,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
21,SH,5274,CM,5271,84,8,10,111,4,10,0,5,1,9865,Dhivendran Mogan,Not out,23,13,0,2,176.92,null,4,5,null,null,null,2.0,0.0,13.0,2.0,6.5,1.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
6,SH,5274,CM,5271,84,8,10,111,4,10,0,6,1,17583,Shankar Sathish,b Ajeb Khan,3,7,0,0,42.86,null,4,6,null,null,null,,,,,,,,,,,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
20,SH,5274,CM,5271,84,8,10,111,4,10,0,7,1,9864,Anwar Rahman,b Ajeb Khan,0,1,0,0,0,null,6,7,null,null,null,2.0,0.0,18.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
1,SH,5274,CM,5271,84,8,10,111,4,10,0,8,1,17539,Arief Yusof,b Muhammad Wafiq Zarbani,0,2,0,0,0,null,6,8,null,null,null,,,,,,,,,,,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
11,SH,5274,CM,5271,84,8,10,111,4,10,0,9,1,17888,Sidarth Karthik,b Muhammad Wafiq Zarbani,1,2,0,0,50,null,4,9,null,null,null,,,,,,,,,,,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
10,SH,5274,CM,5271,84,8,10,111,4,10,0,10,1,17804,Muhammad Khairullah,Not out,0,1,0,0,0,null,6,10,null,null,null,1.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
14,SH,5274,CM,5271,84,8,10,111,4,10,0,11,0,18602,Muhammad Luqman Hakimi,null,null,null,null,null,null,null,null,11,null,null,null,2.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-23,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211223SHCM_1
,Team,TeamID,Opponent,OpponentID,TeamScore,TeamWKLoss,TeamOversPlayed,OpponentScore,OpponentWKLoss,OpponentOversPlayed,IsFirstInning,BattingOrder,HasBatted,PlayerID,PlayerName,Status,RunsScored,BallsPlayed,FoursHit,SixesHit,StrikeRate,Position,FullPosition,PlayingOrder,Minutes,DerivedPosition,GuessPosition,Over,Maiden,RunsGiven,WKTaken,Econ,Wides,NoBall,DotBalls,FoursGiven,SixesGiven,Winner,MOM,GameType,Season,Date,MatchStatus,Venue,Format,League,Catch,Bowled,CaughtBowled,Lbw,Stumped,DirectRunout,IndirectRunout,GameID
2,TW,5309,KLS,5310,74,3,10,71,7,10,1,1,1,17594,Saleh Shadman,Not out,34,25,1,1,136,null,2,1,null,null,null,2.0,0.0,11.0,3.0,5.5,1.0,1.0,0.0,0.0,0.0,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
1,TW,5309,KLS,5310,74,3,10,71,7,10,1,2,1,17559,Md Sulaiman,lbw b Tanveer Khan,7,6,1,0,116.67,null,6,2,null,null,null,2.0,0.0,9.0,1.0,4.5,1.0,0.0,0.0,0.0,0.0,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
3,TW,5309,KLS,5310,74,3,10,71,7,10,1,3,1,17595,Mohsin Zaman,b Tanveer Khan,6,11,0,0,54.55,null,4,3,null,null,null,1.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
9,TW,5309,KLS,5310,74,3,10,71,7,10,1,4,1,18081,Michael Masih,lbw b Tanveer Khan,0,1,0,0,0,null,6,4,null,null,null,2.0,0.0,24.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
8,TW,5309,KLS,5310,74,3,10,71,7,10,1,5,1,18080,Md Shahidur Rahman,Not out,21,17,2,0,123.53,null,4,5,null,null,null,1.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
4,TW,5309,KLS,5310,74,3,10,71,7,10,1,6,0,18073,Kazi Nazmul Islam,null,null,null,null,null,null,null,null,6,null,null,null,,,,,,,,,,,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
5,TW,5309,KLS,5310,74,3,10,71,7,10,1,7,0,18074,Anil Kumar Thakur,null,null,null,null,null,null,null,null,7,null,null,null,2.0,0.0,11.0,0.0,5.5,1.0,0.0,0.0,0.0,0.0,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
7,TW,5309,KLS,5310,74,3,10,71,7,10,1,8,0,18076,MD Ahad Hossian,null,null,null,null,null,null,null,null,8,null,null,null,,,,,,,,,,,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
6,TW,5309,KLS,5310,74,3,10,71,7,10,1,9,0,18075,Apurav Krishna Koyande,null,null,null,null,null,null,null,null,9,null,null,null,,,,,,,,,,,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
10,TW,5309,KLS,5310,74,3,10,71,7,10,1,10,0,18083,Vinuja Janandith Galagedara,null,null,null,null,null,null,null,null,10,null,null,null,,,,,,,,,,,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
11,TW,5309,KLS,5310,74,3,10,71,7,10,1,11,0,18084,Aman Fazal,null,null,null,null,null,null,null,null,11,null,null,null,,,,,,,,,,,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
20,KLS,5310,TW,5309,71,7,10,74,3,10,0,1,1,18599,Peter Issac,lbw b Saleh Shadman,27,21,3,0,128.57,null,2,1,null,null,null,,,,,,,,,,,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
18,KLS,5310,TW,5309,71,7,10,74,3,10,0,2,1,18097,Santosh Gosavi,runout (Kazi Nazmul Islam),1,3,0,0,33.33,null,6,2,null,null,null,2.0,0.0,21.0,0.0,10.5,1.0,0.0,0.0,0.0,0.0,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
12,KLS,5310,TW,5309,71,7,10,74,3,10,0,3,1,18087,Neranjan Wijesinghe,b Md Sulaiman,3,7,0,0,42.86,null,4,3,null,null,null,,,,,,,,,,,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
14,KLS,5310,TW,5309,71,7,10,74,3,10,0,4,1,18089,Chandan Kumar,c MD Ahad Hossian b Md Shahidur Rahman,22,14,1,2,157.14,null,4,4,null,null,null,2.0,0.0,18.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
0,KLS,5310,TW,5309,71,7,10,74,3,10,0,5,1,10456,Abhishek Deshpande,b Saleh Shadman,3,9,0,0,33.33,null,4,5,null,null,null,,,,,,,,,,,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
21,KLS,5310,TW,5309,71,7,10,74,3,10,0,6,1,18605,Fahad Maqsud Ali Khan,b Saleh Shadman,1,2,0,0,50,null,2,6,null,null,null,2.0,0.0,13.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
15,KLS,5310,TW,5309,71,7,10,74,3,10,0,7,1,18092,Rahul Agarwal,Not out,4,4,0,0,100,null,4,7,null,null,null,,,,,,,,,,,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
13,KLS,5310,TW,5309,71,7,10,74,3,10,0,8,1,18088,Tanveer Khan,runout (Kazi Nazmul Islam),1,1,0,0,100,null,6,8,null,null,null,2.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
19,KLS,5310,TW,5309,71,7,10,74,3,10,0,9,0,18598,Nilesh Pagare,null,null,null,null,null,null,null,null,9,null,null,null,2.0,0.0,18.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
16,KLS,5310,TW,5309,71,7,10,74,3,10,0,10,0,18093,Myn Uddin,null,null,null,null,null,null,null,null,10,null,null,null,,,,,,,,,,,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
17,KLS,5310,TW,5309,71,7,10,74,3,10,0,11,0,18095,Muhammad Shoaib Makani,null,null,null,null,null,null,null,null,11,null,null,null,,,,,,,,,,,TW,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222KLSTW_1
,Team,TeamID,Opponent,OpponentID,TeamScore,TeamWKLoss,TeamOversPlayed,OpponentScore,OpponentWKLoss,OpponentOversPlayed,IsFirstInning,BattingOrder,HasBatted,PlayerID,PlayerName,Status,RunsScored,BallsPlayed,FoursHit,SixesHit,StrikeRate,Position,FullPosition,PlayingOrder,Minutes,DerivedPosition,GuessPosition,Over,Maiden,RunsGiven,WKTaken,Econ,Wides,NoBall,DotBalls,FoursGiven,SixesGiven,Winner,MOM,GameType,Season,Date,MatchStatus,Venue,Format,League,Catch,Bowled,CaughtBowled,Lbw,Stumped,DirectRunout,IndirectRunout,GameID
11,CM,5271,NS,5273,104,2,10,67,7,10,1,1,1,17606,Zubaidi Zulkifle,Not out,49,29,5,1,168.97,null,4,1,null,null,null,,,,,,,,,,,CM,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222CMNS_1
2,CM,5271,NS,5273,104,2,10,67,7,10,1,2,1,17562,Ammar Hazalan,c Aimal Khan b Virandeep Singh,28,17,3,1,164.71,null,3,2,null,null,null,,,,,,,,,,,CM,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222CMNS_1
16,CM,5271,NS,5273,104,2,10,67,7,10,1,3,1,9853,Ahmad Faiz,c Aminuddin Ramly b Muhammad Gulraiz,17,12,1,1,141.67,null,4,3,null,null,null,,,,,,,,,,,CM,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222CMNS_1
4,CM,5271,NS,5273,104,2,10,67,7,10,1,4,1,17574,Ajeb Khan,Not out,2,2,0,0,100,null,6,4,null,null,null,1.0,0.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222CMNS_1
8,CM,5271,NS,5273,104,2,10,67,7,10,1,5,0,17598,Norwira Zazmie,null,null,null,null,null,null,null,null,5,null,null,null,,,,,,,,,,,CM,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222CMNS_1
21,CM,5271,NS,5273,104,2,10,67,7,10,1,6,0,9863,Fitri Sham,null,null,null,null,null,null,null,null,6,null,null,null,2.0,0.0,18.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222CMNS_1
3,CM,5271,NS,5273,104,2,10,67,7,10,1,7,0,17572,Lokman Nur Hakim Sahar,null,null,null,null,null,null,null,null,7,null,null,null,2.0,0.0,11.0,1.0,5.5,1.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222CMNS_1
0,CM,5271,NS,5273,104,2,10,67,7,10,1,8,0,17536,Suharril Fetri,null,null,null,null,null,null,null,null,8,null,null,null,2.0,0.0,11.0,1.0,5.5,1.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222CMNS_1
20,CM,5271,NS,5273,104,2,10,67,7,10,1,9,0,9862,Muhammad Wafiq Zarbani,null,null,null,null,null,null,null,null,9,null,null,null,2.0,0.0,11.0,1.0,5.5,0.0,1.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222CMNS_1
1,CM,5271,NS,5273,104,2,10,67,7,10,1,10,0,17541,Ahmad Akmal Alif Bin-Zainal,null,null,null,null,null,null,null,null,10,null,null,null,1.0,0.0,11.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222CMNS_1
9,CM,5271,NS,5273,104,2,10,67,7,10,1,11,0,17600,Ahmad Tajri,null,null,null,null,null,null,null,null,11,null,null,null,,,,,,,,,,,CM,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222CMNS_1
12,NS,5273,CM,5271,67,7,10,104,2,10,0,1,1,17809,Muhammad Gulraiz,c Ajeb Khan b Lokman Nur Hakim Sahar,6,13,0,0,46.15,null,4,1,null,null,null,2.0,0.0,14.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222CMNS_1
15,NS,5273,CM,5271,67,7,10,104,2,10,0,2,1,9851,Virandeep Singh,c Norwira Zazmie b Fitri Sham,20,10,2,1,200,null,2,2,null,null,null,2.0,0.0,20.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222CMNS_1
5,NS,5273,CM,5271,67,7,10,104,2,10,0,3,1,17578,Mohammad Hakim Harisan,c Ammar Hazalan b Muhammad Wafiq Zarbani,12,12,1,0,100,null,3,3,null,null,null,,,,,,,,,,,CM,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222CMNS_1
17,NS,5273,CM,5271,67,7,10,104,2,10,0,4,1,9855,Aminuddin Ramly,c Muhammad Wafiq Zarbani b Suharril Fetri,6,9,0,0,66.67,null,4,4,null,null,null,,,,,,,,,,,CM,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222CMNS_1
13,NS,5273,CM,5271,67,7,10,104,2,10,0,5,1,17886,Niroshan de Silva,c Ahmad Faiz b Ajeb Khan,4,5,0,0,80,null,2,5,null,null,null,,,,,,,,,,,CM,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222CMNS_1
6,NS,5273,CM,5271,67,7,10,104,2,10,0,6,1,17584,Aimal Khan,lbw b Ajeb Khan,0,1,0,0,0,null,6,6,null,null,null,2.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222CMNS_1
19,NS,5273,CM,5271,67,7,10,104,2,10,0,7,1,9861,Syazrul Idrus,c Muhammad Wafiq Zarbani b Ajeb Khan,0,1,0,0,0,null,6,7,null,null,null,2.0,0.0,24.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,CM,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222CMNS_1
10,NS,5273,CM,5271,67,7,10,104,2,10,0,8,1,17604,Wahib Zada,Not out,11,6,0,1,183.33,null,6,8,null,null,null,,,,,,,,,,,CM,0,DRR,2021,2021-12-22,FINISHED,"Kinrara Academy Oval, Kuala Lumpur, Kuala Lumpur",t10,MCA T10 Bash,0,0,0,0,0,0,0,20211222CMNS_1
