Seasons,Category,LeagueName,LeagueID,MatchID,Check
2020,Domestic,ECS Malta T10,144,922,0
2020,Domestic,ECS Malta T10,144,921,0
2020,Domestic,ECS Malta T10,144,920,0
2020,Domestic,ECS Malta T10,144,919,0
2020,Domestic,ECS Malta T10,144,918,0
2020,Domestic,ECS Malta T10,144,917,0
2020,Domestic,ECS Malta T10,144,916,0
2020,Domestic,ECS Malta T10,144,915,0
2020,Domestic,ECS Malta T10,144,914,0
2020,Domestic,ECS Malta T10,144,913,0
2020,Domestic,ECS Malta T10,144,912,0
2020,Domestic,ECS Malta T10,144,911,0
2020,Domestic,ECS Malta T10,144,910,0
2020,Domestic,ECS Malta T10,144,909,0
2020,Domestic,ECS Malta T10,144,908,0
2020,Domestic,ECS Malta T10,144,907,0
2020,Domestic,ECS Malta T10,144,906,0
2020,Domestic,ECS Malta T10,144,905,0
2020,Domestic,ECS Malta T10,144,904,0
2020,Domestic,ECS Malta T10,144,903,0
2020,Domestic,ECS Malta T10,144,902,0
2020,Domestic,ECS Malta T10,144,901,0
2020,Domestic,ECS Malta T10,144,900,0
2020,Domestic,ECS Malta T10,144,899,0
2020,Domestic,ECS Malta T10,144,898,0
2020,Domestic,ECS Malta T10,144,897,0
2020,Domestic,ECS Malta T10,144,896,0
2020,Domestic,ECS Malta T10,144,895,0
2020,Domestic,ECS Malta T10,144,894,0
2020,Domestic,ECS Malta T10,144,893,0
2020,Domestic,ECS Malta T10,144,892,0
2020,Domestic,ECS Malta T10,144,835,0
2020,Domestic,ECS Malta T10,144,834,0
2020,Domestic,ECS Barcelona T10 Bash,154,864,0
2020,Domestic,ECS Barcelona T10 Bash,154,863,0
2020,Domestic,ECS Barcelona T10 Bash,154,862,0
2020,Domestic,ECS Barcelona T10 Bash,154,861,0
2020,Domestic,ECS Barcelona T10 Bash,154,860,0
2020,Domestic,ECS Barcelona T10 Bash,154,859,0
2020,Domestic,ECS Barcelona T10 Bash,154,858,0
2020,Domestic,ECS Barcelona T10 Bash,154,857,0
2020,Domestic,ECS Barcelona T10 Bash,154,856,0
2020,Domestic,ECS Barcelona T10,128,757,0
2020,Domestic,ECS Barcelona T10,128,756,0
2020,Domestic,ECS Barcelona T10,128,755,0
2020,Domestic,ECS Barcelona T10,128,754,0
2020,Domestic,ECS Barcelona T10,128,753,0
2020,Domestic,ECS Barcelona T10,128,752,0
2020,Domestic,ECS Barcelona T10,128,751,0
2020,Domestic,ECS Barcelona T10,128,750,0
2020,Domestic,ECS Barcelona T10,128,749,0
2020,Domestic,ECS Barcelona T10,128,748,0
2020,Domestic,ECS Barcelona T10,128,747,0
2020,Domestic,ECS Barcelona T10,128,746,0
2020,Domestic,ECS Barcelona T10,128,745,0
2020,Domestic,ECS Barcelona T10,128,744,0
2020,Domestic,ECS Barcelona T10,128,743,0
